movement_id,product_id,movement_type,quantity_change,reference_id,movement_date,unit_cost,notes,_loaded_at
INV-0000837,PROD-0014,sale,-5,ORD-000645,2024-07-24,75.23,Sale from order ORD-000645,2026-04-28T19:39:28.659814
INV-0000838,PROD-0008,sale,-4,ORD-001798,2025-02-27,92.47,Sale from order ORD-001798,2026-04-28T19:39:28.659819
INV-0000839,PROD-0001,sale,-5,ORD-000291,2024-06-09,26.24,Sale from order ORD-000291,2026-04-28T19:39:28.659827
INV-0000840,PROD-0019,sale,-4,ORD-001944,2025-03-27,108.79,Sale from order ORD-001944,2026-04-28T19:39:28.659833
INV-0000841,PROD-0002,sale,-4,ORD-001009,2026-04-21,60.12,Sale from order ORD-001009,2026-04-28T19:39:28.659839
INV-0000842,PROD-0007,sale,-5,ORD-001092,2025-03-16,61.76,Sale from order ORD-001092,2026-04-28T19:39:28.659846
INV-0000843,PROD-0020,sale,-3,ORD-000898,2025-12-14,48.52,Sale from order ORD-000898,2026-04-28T19:39:28.659851
INV-0000844,PROD-0012,sale,-1,ORD-000229,2025-06-23,87.8,Sale from order ORD-000229,2026-04-28T19:39:28.659856
INV-0000845,PROD-0008,sale,-1,ORD-000022,2024-09-04,92.47,Sale from order ORD-000022,2026-04-28T19:39:28.659862
INV-0000846,PROD-0001,sale,-2,ORD-000473,2025-11-15,26.24,Sale from order ORD-000473,2026-04-28T19:39:28.659870
INV-0000847,PROD-0021,sale,-5,ORD-000838,2024-10-03,144.26,Sale from order ORD-000838,2026-04-28T19:39:28.659876
INV-0000848,PROD-0018,sale,-4,ORD-001624,2025-10-04,7.1,Sale from order ORD-001624,2026-04-28T19:39:28.659882
INV-0000849,PROD-0025,sale,-5,ORD-000395,2025-04-07,17.74,Sale from order ORD-000395,2026-04-28T19:39:28.659888
INV-0000850,PROD-0017,sale,-4,ORD-001363,2025-10-17,100.26,Sale from order ORD-001363,2026-04-28T19:39:28.659893
INV-0000851,PROD-0007,sale,-3,ORD-000293,2025-11-13,61.76,Sale from order ORD-000293,2026-04-28T19:39:28.659899
INV-0000852,PROD-0020,sale,-3,ORD-001744,2024-06-03,48.52,Sale from order ORD-001744,2026-04-28T19:39:28.659904
INV-0000853,PROD-0004,sale,-2,ORD-001919,2024-06-18,34.71,Sale from order ORD-001919,2026-04-28T19:39:28.659910
INV-0000854,PROD-0008,sale,-1,ORD-001012,2025-06-22,92.47,Sale from order ORD-001012,2026-04-28T19:39:28.659917
INV-0000855,PROD-0022,sale,-4,ORD-000387,2024-07-02,132.92,Sale from order ORD-000387,2026-04-28T19:39:28.659923
INV-0000856,PROD-0012,sale,-4,ORD-000309,2025-12-01,87.8,Sale from order ORD-000309,2026-04-28T19:39:28.659929
INV-0000857,PROD-0025,sale,-4,ORD-000964,2025-01-29,17.74,Sale from order ORD-000964,2026-04-28T19:39:28.659934
INV-0000858,PROD-0010,sale,-3,ORD-000896,2026-03-07,146.54,Sale from order ORD-000896,2026-04-28T19:39:28.659940
INV-0000859,PROD-0008,sale,-4,ORD-001141,2025-01-28,92.47,Sale from order ORD-001141,2026-04-28T19:39:28.659948
INV-0000860,PROD-0024,sale,-4,ORD-000651,2024-12-08,100.58,Sale from order ORD-000651,2026-04-28T19:39:28.659954
INV-0000861,PROD-0002,sale,-5,ORD-000349,2025-02-02,60.12,Sale from order ORD-000349,2026-04-28T19:39:28.659960
INV-0000862,PROD-0013,sale,-3,ORD-000432,2026-04-04,56.82,Sale from order ORD-000432,2026-04-28T19:39:28.659966
INV-0000863,PROD-0005,sale,-2,ORD-001067,2025-06-01,110.81,Sale from order ORD-001067,2026-04-28T19:39:28.659971
INV-0000864,PROD-0012,sale,-4,ORD-000810,2024-04-30,87.8,Sale from order ORD-000810,2026-04-28T19:39:28.659977
INV-0000865,PROD-0007,sale,-5,ORD-001439,2025-06-06,61.76,Sale from order ORD-001439,2026-04-28T19:39:28.659982
INV-0000866,PROD-0025,sale,-3,ORD-000167,2025-05-15,17.74,Sale from order ORD-000167,2026-04-28T19:39:28.659987
INV-0000867,PROD-0003,sale,-4,ORD-001531,2026-03-18,29.32,Sale from order ORD-001531,2026-04-28T19:39:28.659993
INV-0000868,PROD-0001,sale,-2,ORD-000754,2025-09-24,26.24,Sale from order ORD-000754,2026-04-28T19:39:28.659998
INV-0000869,PROD-0004,sale,-2,ORD-001299,2024-08-30,34.71,Sale from order ORD-001299,2026-04-28T19:39:28.660003
INV-0000870,PROD-0003,sale,-5,ORD-001700,2025-01-10,29.32,Sale from order ORD-001700,2026-04-28T19:39:28.660011
INV-0000871,PROD-0003,sale,-3,ORD-000716,2025-05-08,29.32,Sale from order ORD-000716,2026-04-28T19:39:28.660018
INV-0000872,PROD-0009,sale,-2,ORD-000266,2025-11-28,109.4,Sale from order ORD-000266,2026-04-28T19:39:28.660026
INV-0000873,PROD-0024,sale,-2,ORD-000680,2024-11-05,100.58,Sale from order ORD-000680,2026-04-28T19:39:28.660031
INV-0000874,PROD-0018,sale,-1,ORD-000568,2026-04-05,7.1,Sale from order ORD-000568,2026-04-28T19:39:28.660037
INV-0000875,PROD-0010,sale,-3,ORD-001794,2025-06-15,146.54,Sale from order ORD-001794,2026-04-28T19:39:28.660043
INV-0000876,PROD-0009,sale,-1,ORD-001205,2026-04-08,109.4,Sale from order ORD-001205,2026-04-28T19:39:28.660049
INV-0000877,PROD-0008,sale,-2,ORD-001423,2026-02-22,92.47,Sale from order ORD-001423,2026-04-28T19:39:28.660055
INV-0000878,PROD-0016,sale,-3,ORD-000341,2024-09-24,138.18,Sale from order ORD-000341,2026-04-28T19:39:28.660060
INV-0000879,PROD-0004,sale,-3,ORD-000257,2026-01-10,34.71,Sale from order ORD-000257,2026-04-28T19:39:28.660068
INV-0000880,PROD-0009,sale,-4,ORD-001066,2025-08-01,109.4,Sale from order ORD-001066,2026-04-28T19:39:28.660074
INV-0000881,PROD-0009,sale,-2,ORD-000004,2025-12-23,109.4,Sale from order ORD-000004,2026-04-28T19:39:28.660080
INV-0000882,PROD-0005,sale,-3,ORD-000542,2024-08-25,110.81,Sale from order ORD-000542,2026-04-28T19:39:28.660085
INV-0000883,PROD-0012,sale,-5,ORD-000366,2025-10-19,87.8,Sale from order ORD-000366,2026-04-28T19:39:28.660091
INV-0000884,PROD-0005,sale,-2,ORD-001111,2025-02-01,110.81,Sale from order ORD-001111,2026-04-28T19:39:28.660096
INV-0000885,PROD-0016,sale,-1,ORD-001957,2024-06-01,138.18,Sale from order ORD-001957,2026-04-28T19:39:28.660104
INV-0000886,PROD-0020,sale,-2,ORD-000333,2026-02-02,48.52,Sale from order ORD-000333,2026-04-28T19:39:28.660110
INV-0000887,PROD-0021,sale,-1,ORD-001259,2025-05-01,144.26,Sale from order ORD-001259,2026-04-28T19:39:28.660116
INV-0000888,PROD-0016,sale,-3,ORD-000558,2025-10-17,138.18,Sale from order ORD-000558,2026-04-28T19:39:28.660121
INV-0000889,PROD-0009,sale,-1,ORD-000515,2025-05-02,109.4,Sale from order ORD-000515,2026-04-28T19:39:28.660127
INV-0000890,PROD-0022,sale,-1,ORD-001570,2025-03-12,132.92,Sale from order ORD-001570,2026-04-28T19:39:28.660133
INV-0000891,PROD-0010,sale,-5,ORD-001617,2024-05-02,146.54,Sale from order ORD-001617,2026-04-28T19:39:28.660139
INV-0000892,PROD-0013,sale,-2,ORD-000548,2024-08-15,56.82,Sale from order ORD-000548,2026-04-28T19:39:28.660144
INV-0000893,PROD-0020,sale,-4,ORD-000275,2024-06-11,48.52,Sale from order ORD-000275,2026-04-28T19:39:28.660150
INV-0000894,PROD-0017,sale,-2,ORD-000005,2024-07-12,100.26,Sale from order ORD-000005,2026-04-28T19:39:28.660156
INV-0000895,PROD-0005,sale,-5,ORD-000007,2025-05-12,110.81,Sale from order ORD-000007,2026-04-28T19:39:28.660162
INV-0000896,PROD-0010,sale,-3,ORD-001284,2025-07-25,146.54,Sale from order ORD-001284,2026-04-28T19:39:28.660167
INV-0000897,PROD-0007,sale,-5,ORD-001073,2024-07-08,61.76,Sale from order ORD-001073,2026-04-28T19:39:28.660173
INV-0000898,PROD-0004,sale,-2,ORD-000068,2025-06-19,34.71,Sale from order ORD-000068,2026-04-28T19:39:28.660181
INV-0000899,PROD-0025,sale,-5,ORD-000960,2026-02-10,17.74,Sale from order ORD-000960,2026-04-28T19:39:28.660187
INV-0000900,PROD-0024,sale,-1,ORD-001989,2025-05-14,100.58,Sale from order ORD-001989,2026-04-28T19:39:28.660192
INV-0000901,PROD-0021,sale,-4,ORD-000676,2024-11-19,144.26,Sale from order ORD-000676,2026-04-28T19:39:28.660198
INV-0000902,PROD-0014,sale,-1,ORD-001750,2024-09-25,75.23,Sale from order ORD-001750,2026-04-28T19:39:28.660206
INV-0000903,PROD-0009,sale,-1,ORD-000611,2024-11-20,109.4,Sale from order ORD-000611,2026-04-28T19:39:28.660212
INV-0000904,PROD-0023,sale,-1,ORD-001343,2024-09-28,108.17,Sale from order ORD-001343,2026-04-28T19:39:28.660220
INV-0000905,PROD-0024,sale,-5,ORD-001446,2025-04-15,100.58,Sale from order ORD-001446,2026-04-28T19:39:28.660226
INV-0000906,PROD-0018,sale,-5,ORD-000520,2025-09-25,7.1,Sale from order ORD-000520,2026-04-28T19:39:28.660232
INV-0000907,PROD-0008,sale,-4,ORD-000803,2026-03-17,92.47,Sale from order ORD-000803,2026-04-28T19:39:28.660238
INV-0000908,PROD-0018,sale,-4,ORD-000755,2024-05-16,7.1,Sale from order ORD-000755,2026-04-28T19:39:28.660244
INV-0000909,PROD-0002,sale,-1,ORD-001674,2024-08-09,60.12,Sale from order ORD-001674,2026-04-28T19:39:28.660249
INV-0000910,PROD-0016,sale,-2,ORD-001108,2025-04-12,138.18,Sale from order ORD-001108,2026-04-28T19:39:28.660255
INV-0000911,PROD-0003,sale,-3,ORD-001696,2025-10-10,29.32,Sale from order ORD-001696,2026-04-28T19:39:28.660263
INV-0000912,PROD-0023,sale,-1,ORD-000252,2025-04-10,108.17,Sale from order ORD-000252,2026-04-28T19:39:28.660268
INV-0000913,PROD-0018,sale,-3,ORD-000196,2026-03-19,7.1,Sale from order ORD-000196,2026-04-28T19:39:28.660274
INV-0000914,PROD-0021,sale,-4,ORD-000955,2024-05-30,144.26,Sale from order ORD-000955,2026-04-28T19:39:28.660280
INV-0000915,PROD-0025,sale,-3,ORD-000723,2025-02-13,17.74,Sale from order ORD-000723,2026-04-28T19:39:28.660285
INV-0000916,PROD-0009,sale,-1,ORD-001738,2024-08-07,109.4,Sale from order ORD-001738,2026-04-28T19:39:28.660291
INV-0000917,PROD-0002,sale,-1,ORD-000343,2025-06-08,60.12,Sale from order ORD-000343,2026-04-28T19:39:28.660297
INV-0000918,PROD-0011,sale,-3,ORD-001623,2025-09-13,138.98,Sale from order ORD-001623,2026-04-28T19:39:28.660303
INV-0000919,PROD-0008,damaged_write_off,-3,,2025-09-04,92.47,Damaged goods write-off,2026-04-28T19:39:28.660433
INV-0000920,PROD-0006,damaged_write_off,-5,,2025-04-28,86.82,Damaged goods write-off,2026-04-28T19:39:28.660507
INV-0000921,PROD-0023,adjustment,-50,,2025-05-30,108.17,Cycle count adjustment,2026-04-28T19:39:28.660786
INV-0000922,PROD-0019,return,2,,2026-03-16,108.79,Customer return,2026-04-28T19:39:28.660881
INV-0000923,PROD-0005,adjustment,-50,,2025-06-10,110.81,Cycle count adjustment,2026-04-28T19:39:28.660941
INV-0000924,PROD-0010,adjustment,-50,,2025-06-22,146.54,Cycle count adjustment,2026-04-28T19:39:28.660990
INV-0000925,PROD-0021,damaged_write_off,-12,,2025-04-08,144.26,Damaged goods write-off,2026-04-28T19:39:28.661090
INV-0000926,PROD-0008,adjustment,-50,,2025-04-26,92.47,Cycle count adjustment,2026-04-28T19:39:28.661149
INV-0000927,PROD-0016,return,4,,2025-03-19,138.18,Customer return,2026-04-28T19:39:28.661264
INV-0000928,PROD-0009,damaged_write_off,-20,,2026-03-04,109.4,Damaged goods write-off,2026-04-28T19:39:28.661331
INV-0000929,PROD-0011,damaged_write_off,-6,,2026-03-16,138.98,Damaged goods write-off,2026-04-28T19:39:28.661415
INV-0000930,PROD-0007,damaged_write_off,-5,,2025-12-09,61.76,Damaged goods write-off,2026-04-28T19:39:28.661536
INV-0000931,PROD-0007,return,4,,2025-04-13,61.76,Customer return,2026-04-28T19:39:28.661599
INV-0000932,PROD-0021,return,3,,2025-03-17,144.26,Customer return,2026-04-28T19:39:28.661762
INV-0000933,PROD-0006,adjustment,-50,,2024-12-06,86.82,Cycle count adjustment,2026-04-28T19:39:28.661843
INV-0000934,PROD-0003,return,4,,2026-03-02,29.32,Customer return,2026-04-28T19:39:28.661933
INV-0000935,PROD-0018,return,3,,2025-09-27,7.1,Customer return,2026-04-28T19:39:28.662005
INV-0000936,PROD-0025,adjustment,-50,,2025-05-31,17.74,Cycle count adjustment,2026-04-28T19:39:28.662065
INV-0000937,PROD-0010,adjustment,-50,,2026-03-19,146.54,Cycle count adjustment,2026-04-28T19:39:28.662114
INV-0000938,PROD-0024,return,4,,2025-09-14,100.58,Customer return,2026-04-28T19:39:28.662160
INV-0000939,PROD-0013,adjustment,-50,,2025-12-13,56.82,Cycle count adjustment,2026-04-28T19:39:28.662210
INV-0000940,PROD-0011,return,2,,2025-03-08,138.98,Customer return,2026-04-28T19:39:28.662257
INV-0000941,PROD-0012,damaged_write_off,-12,,2025-11-17,87.8,Damaged goods write-off,2026-04-28T19:39:28.662306
INV-0000942,PROD-0018,return,5,,2026-02-09,7.1,Customer return,2026-04-28T19:39:28.662352
INV-0000943,PROD-0019,return,5,,2025-03-27,108.79,Customer return,2026-04-28T19:39:28.662397
INV-0000944,PROD-0024,adjustment,-50,,2025-07-01,100.58,Cycle count adjustment,2026-04-28T19:39:28.662443
INV-0000945,PROD-0009,adjustment,-50,,2025-02-28,109.4,Cycle count adjustment,2026-04-28T19:39:28.662489
INV-0000946,PROD-0022,return,3,,2026-02-21,132.92,Customer return,2026-04-28T19:39:28.662533
INV-0000947,PROD-0024,return,5,,2026-02-19,100.58,Customer return,2026-04-28T19:39:28.662577
INV-0000948,PROD-0012,damaged_write_off,-18,,2025-03-20,87.8,Damaged goods write-off,2026-04-28T19:39:28.662627
INV-0000949,PROD-0007,return,5,,2025-08-11,61.76,Customer return,2026-04-28T19:39:28.662711
INV-0000950,PROD-0004,adjustment,-50,,2025-11-01,34.71,Cycle count adjustment,2026-04-28T19:39:28.662757
INV-0000951,PROD-0002,adjustment,-50,,2025-10-22,60.12,Cycle count adjustment,2026-04-28T19:39:28.662801
INV-0000952,PROD-0024,adjustment,-50,,2025-08-30,100.58,Cycle count adjustment,2026-04-28T19:39:28.662846
INV-0000953,PROD-0004,adjustment,-50,,2025-01-15,34.71,Cycle count adjustment,2026-04-28T19:39:28.662889
INV-0000954,PROD-0025,adjustment,-50,,2024-11-22,17.74,Cycle count adjustment,2026-04-28T19:39:28.662934
INV-0000955,PROD-0005,return,3,,2025-04-24,110.81,Customer return,2026-04-28T19:39:28.662978
INV-0000956,PROD-0025,adjustment,-50,,2025-06-14,17.74,Cycle count adjustment,2026-04-28T19:39:28.663022
INV-0000957,PROD-0022,adjustment,-50,,2025-09-23,132.92,Cycle count adjustment,2026-04-28T19:39:28.663066
INV-0000958,PROD-0001,damaged_write_off,-5,,2025-07-15,26.24,Damaged goods write-off,2026-04-28T19:39:28.663110
INV-0000959,PROD-0022,damaged_write_off,-20,,2026-03-23,132.92,Damaged goods write-off,2026-04-28T19:39:28.663153
INV-0000960,PROD-0021,damaged_write_off,-8,,2026-04-21,144.26,Damaged goods write-off,2026-04-28T19:39:28.663197
INV-0000961,PROD-0004,adjustment,-50,,2025-10-28,34.71,Cycle count adjustment,2026-04-28T19:39:28.663240
INV-0000962,PROD-0011,return,2,,2025-08-15,138.98,Customer return,2026-04-28T19:39:28.663288
INV-0000963,PROD-0017,damaged_write_off,-4,,2025-12-23,100.26,Damaged goods write-off,2026-04-28T19:39:28.663332
INV-0000964,PROD-0002,adjustment,-50,,2025-08-09,60.12,Cycle count adjustment,2026-04-28T19:39:28.663376
INV-0000965,PROD-0025,return,5,,2026-02-09,17.74,Customer return,2026-04-28T19:39:28.663420
INV-0000966,PROD-0018,damaged_write_off,-18,,2025-03-23,7.1,Damaged goods write-off,2026-04-28T19:39:28.663464
INV-0000967,PROD-0003,return,1,,2025-03-12,29.32,Customer return,2026-04-28T19:39:28.663508
INV-0000968,PROD-0009,return,5,,2024-12-22,109.4,Customer return,2026-04-28T19:39:28.663552
INV-0000969,PROD-0002,return,3,,2024-10-31,60.12,Customer return,2026-04-28T19:39:28.663599
INV-0000970,PROD-0018,adjustment,-50,,2026-03-01,7.1,Cycle count adjustment,2026-04-28T19:39:28.663644
INV-0000971,PROD-0018,adjustment,-50,,2025-09-04,7.1,Cycle count adjustment,2026-04-28T19:39:28.663688
INV-0000972,PROD-0014,return,3,,2025-01-05,75.23,Customer return,2026-04-28T19:39:28.663731
INV-0000973,PROD-0021,damaged_write_off,-3,,2025-11-09,144.26,Damaged goods write-off,2026-04-28T19:39:28.663775
INV-0000974,PROD-0007,return,5,,2024-12-29,61.76,Customer return,2026-04-28T19:39:28.663820
INV-0000975,PROD-0013,adjustment,-50,,2025-07-16,56.82,Cycle count adjustment,2026-04-28T19:39:28.663867
INV-0000976,PROD-0008,adjustment,-50,,2024-11-19,92.47,Cycle count adjustment,2026-04-28T19:39:28.663912
INV-0000977,PROD-0007,damaged_write_off,-13,,2025-04-24,61.76,Damaged goods write-off,2026-04-28T19:39:28.663955
INV-0000978,PROD-0025,return,4,,2026-03-03,17.74,Customer return,2026-04-28T19:39:28.663998
INV-0000979,PROD-0012,damaged_write_off,-9,,2025-08-07,87.8,Damaged goods write-off,2026-04-28T19:39:28.664042
INV-0000980,PROD-0022,damaged_write_off,-10,,2025-02-09,132.92,Damaged goods write-off,2026-04-28T19:39:28.664085
INV-0000981,PROD-0012,return,5,,2025-10-07,87.8,Customer return,2026-04-28T19:39:28.664190
INV-0000982,PROD-0001,adjustment,-50,,2025-12-30,26.24,Cycle count adjustment,2026-04-28T19:39:28.664246
INV-0000983,PROD-0017,return,5,,2025-05-18,100.26,Customer return,2026-04-28T19:39:28.664296
INV-0000984,PROD-0012,damaged_write_off,-2,,2025-07-12,87.8,Damaged goods write-off,2026-04-28T19:39:28.664343
INV-0000985,PROD-0007,return,2,,2025-09-12,61.76,Customer return,2026-04-28T19:39:28.664388
INV-0000986,PROD-0015,return,5,,2026-02-09,94.37,Customer return,2026-04-28T19:39:28.664433
INV-0000987,PROD-0014,adjustment,-50,,2025-01-03,75.23,Cycle count adjustment,2026-04-28T19:39:28.664478
INV-0000988,PROD-0021,damaged_write_off,-20,,2025-03-09,144.26,Damaged goods write-off,2026-04-28T19:39:28.664530
INV-0000989,PROD-0002,damaged_write_off,-16,,2024-11-19,60.12,Damaged goods write-off,2026-04-28T19:39:28.664580
INV-0000990,PROD-0006,return,4,,2025-03-28,86.82,Customer return,2026-04-28T19:39:28.664631
INV-0000991,PROD-0005,damaged_write_off,-12,,2025-06-21,110.81,Damaged goods write-off,2026-04-28T19:39:28.664677
INV-0000992,PROD-0007,adjustment,-50,,2025-04-11,61.76,Cycle count adjustment,2026-04-28T19:39:28.664722
INV-0000993,PROD-0020,adjustment,-50,,2026-03-20,48.52,Cycle count adjustment,2026-04-28T19:39:28.664767
INV-0000994,PROD-0005,return,4,,2025-01-16,110.81,Customer return,2026-04-28T19:39:28.664815
INV-0000995,PROD-0011,adjustment,-50,,2025-09-26,138.98,Cycle count adjustment,2026-04-28T19:39:28.664860
INV-0000996,PROD-0001,return,1,,2025-09-02,26.24,Customer return,2026-04-28T19:39:28.664903
INV-0000997,PROD-0025,adjustment,-50,,2026-01-20,17.74,Cycle count adjustment,2026-04-28T19:39:28.664946
INV-0000998,PROD-0018,adjustment,-50,,2025-01-12,7.1,Cycle count adjustment,2026-04-28T19:39:28.664990
INV-0000999,PROD-0016,adjustment,-50,,2025-12-05,138.18,Cycle count adjustment,2026-04-28T19:39:28.665034
INV-0001000,PROD-0017,damaged_write_off,-6,,2025-05-09,100.26,Damaged goods write-off,2026-04-28T19:39:28.665078
INV-0001001,PROD-0005,adjustment,-50,,2025-01-09,110.81,Cycle count adjustment,2026-04-28T19:39:28.665137
INV-0001002,PROD-0022,adjustment,-50,,2024-12-28,132.92,Cycle count adjustment,2026-04-28T19:39:28.665182
INV-0001003,PROD-0011,damaged_write_off,-19,,2025-12-03,138.98,Damaged goods write-off,2026-04-28T19:39:28.665226
INV-0001004,PROD-0008,damaged_write_off,-3,,2025-07-06,92.47,Damaged goods write-off,2026-04-28T19:39:28.665270
INV-0001005,PROD-0017,return,3,,2026-02-09,100.26,Customer return,2026-04-28T19:39:28.665314
INV-0001006,PROD-0016,damaged_write_off,-17,,2026-02-12,138.18,Damaged goods write-off,2026-04-28T19:39:28.665358
INV-0001007,PROD-0016,damaged_write_off,-7,,2025-08-12,138.18,Damaged goods write-off,2026-04-28T19:39:28.665402
INV-0001008,PROD-0002,return,3,,2025-09-18,60.12,Customer return,2026-04-28T19:39:28.665446
INV-0001009,PROD-0018,adjustment,-50,,2025-02-08,7.1,Cycle count adjustment,2026-04-28T19:39:28.665490
INV-0001010,PROD-0023,return,4,,2025-09-11,108.17,Customer return,2026-04-28T19:39:28.665534
INV-0001011,PROD-0015,return,1,,2025-10-06,94.37,Customer return,2026-04-28T19:39:28.665582
INV-0001012,PROD-0007,damaged_write_off,-16,,2026-01-30,61.76,Damaged goods write-off,2026-04-28T19:39:28.665627
INV-0001013,PROD-0007,damaged_write_off,-15,,2026-04-08,61.76,Damaged goods write-off,2026-04-28T19:39:28.665671
INV-0001014,PROD-0013,damaged_write_off,-16,,2025-08-27,56.82,Damaged goods write-off,2026-04-28T19:39:28.665718
INV-0001015,PROD-0018,adjustment,-50,,2025-06-19,7.1,Cycle count adjustment,2026-04-28T19:39:28.665762
INV-0001016,PROD-0014,adjustment,-50,,2026-01-11,75.23,Cycle count adjustment,2026-04-28T19:39:28.665805
INV-0001017,PROD-0023,adjustment,-50,,2026-03-16,108.17,Cycle count adjustment,2026-04-28T19:39:28.665849
INV-0001018,PROD-0013,damaged_write_off,-12,,2025-09-25,56.82,Damaged goods write-off,2026-04-28T19:39:28.665893
INV-0001019,PROD-0003,adjustment,-50,,2026-03-28,29.32,Cycle count adjustment,2026-04-28T19:39:28.665941
INV-0001020,PROD-0011,adjustment,-50,,2025-03-19,138.98,Cycle count adjustment,2026-04-28T19:39:28.665986
INV-0001021,PROD-0005,damaged_write_off,-6,,2025-05-12,110.81,Damaged goods write-off,2026-04-28T19:39:28.666031
INV-0001022,PROD-0021,adjustment,-50,,2025-04-08,144.26,Cycle count adjustment,2026-04-28T19:39:28.666075
INV-0001023,PROD-0024,damaged_write_off,-15,,2025-03-18,100.58,Damaged goods write-off,2026-04-28T19:39:28.666119
INV-0001024,PROD-0018,adjustment,-50,,2025-04-24,7.1,Cycle count adjustment,2026-04-28T19:39:28.666162
INV-0001025,PROD-0002,return,4,,2025-05-27,60.12,Customer return,2026-04-28T19:39:28.666205
INV-0001026,PROD-0013,adjustment,-50,,2024-12-12,56.82,Cycle count adjustment,2026-04-28T19:39:28.666248
INV-0001027,PROD-0012,damaged_write_off,-8,,2025-02-26,87.8,Damaged goods write-off,2026-04-28T19:39:28.666295
INV-0001028,PROD-0010,return,3,,2025-08-20,146.54,Customer return,2026-04-28T19:39:28.666339
INV-0001029,PROD-0009,adjustment,-50,,2025-05-18,109.4,Cycle count adjustment,2026-04-28T19:39:28.666382
INV-0001030,PROD-0015,return,3,,2026-02-23,94.37,Customer return,2026-04-28T19:39:28.666426
INV-0001031,PROD-0019,return,5,,2025-04-07,108.79,Customer return,2026-04-28T19:39:28.666470
INV-0001032,PROD-0004,return,5,,2025-02-04,34.71,Customer return,2026-04-28T19:39:28.666517
INV-0001033,PROD-0008,damaged_write_off,-13,,2026-01-24,92.47,Damaged goods write-off,2026-04-28T19:39:28.666562
INV-0001034,PROD-0025,damaged_write_off,-1,,2025-01-21,17.74,Damaged goods write-off,2026-04-28T19:39:28.666605
INV-0001035,PROD-0019,damaged_write_off,-17,,2025-10-29,108.79,Damaged goods write-off,2026-04-28T19:39:28.666649
INV-0001036,PROD-0023,damaged_write_off,-2,,2025-01-09,108.17,Damaged goods write-off,2026-04-28T19:39:28.666692
INV-0001037,PROD-0025,damaged_write_off,-7,,2026-02-09,17.74,Damaged goods write-off,2026-04-28T19:39:28.666735
INV-0001038,PROD-0001,adjustment,-50,,2025-02-10,26.24,Cycle count adjustment,2026-04-28T19:39:28.666808
